bp_pos,sample,normalized_fluorescent_units,stage,species,system,timepoint,treatment,line
1073.076923076923,B1: T0_V6.5suclG4-Muh,0.841848894204659,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1084.6153846153843,B1: T0_V6.5suclG4-Muh,0.8437323379066649,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1096.1538461538462,B1: T0_V6.5suclG4-Muh,0.8439705381395658,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1107.6923076923076,B1: T0_V6.5suclG4-Muh,0.8459432299908496,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1119.2307692307693,B1: T0_V6.5suclG4-Muh,0.8448042389547183,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1130.7692307692307,B1: T0_V6.5suclG4-Muh,0.8361111614627968,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1142.3076923076924,B1: T0_V6.5suclG4-Muh,0.8335494318262779,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1153.8461538461538,B1: T0_V6.5suclG4-Muh,0.8392157660487177,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1165.3846153846152,B1: T0_V6.5suclG4-Muh,0.8451987773249751,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1176.923076923077,B1: T0_V6.5suclG4-Muh,0.85648005114596,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1188.4615384615386,B1: T0_V6.5suclG4-Muh,0.8730328130668892,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1200.0,B1: T0_V6.5suclG4-Muh,0.8926520182961168,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1214.2857142857142,B1: T0_V6.5suclG4-Muh,0.9084009313690656,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1228.571428571429,B1: T0_V6.5suclG4-Muh,0.912903654376263,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1242.857142857143,B1: T0_V6.5suclG4-Muh,0.9238996418717972,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1257.142857142857,B1: T0_V6.5suclG4-Muh,0.9328087614354192,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1271.428571428571,B1: T0_V6.5suclG4-Muh,0.9331380563310314,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1285.7142857142858,B1: T0_V6.5suclG4-Muh,0.9341970317850512,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1300.0,B1: T0_V6.5suclG4-Muh,0.9393411104580952,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1314.2857142857142,B1: T0_V6.5suclG4-Muh,0.940925726736139,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1328.571428571429,B1: T0_V6.5suclG4-Muh,0.9378952904397908,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1342.857142857143,B1: T0_V6.5suclG4-Muh,0.9366353527737754,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1357.142857142857,B1: T0_V6.5suclG4-Muh,0.9396128556850348,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1371.4285714285716,B1: T0_V6.5suclG4-Muh,0.9473697508662532,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1385.7142857142858,B1: T0_V6.5suclG4-Muh,0.954897678381738,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1400.0,B1: T0_V6.5suclG4-Muh,0.9554103936117282,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1414.2857142857142,B1: T0_V6.5suclG4-Muh,0.9598038645741196,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1428.571428571429,B1: T0_V6.5suclG4-Muh,0.9624225283748334,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1442.857142857143,B1: T0_V6.5suclG4-Muh,0.9561065291760972,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1457.142857142857,B1: T0_V6.5suclG4-Muh,0.9567706585076214,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1471.4285714285716,B1: T0_V6.5suclG4-Muh,0.9578428673079136,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1485.7142857142858,B1: T0_V6.5suclG4-Muh,0.9655406740592654,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1500.0,B1: T0_V6.5suclG4-Muh,0.9668138450715528,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1517.2413793103449,B1: T0_V6.5suclG4-Muh,0.9594087106993852,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1534.4827586206898,B1: T0_V6.5suclG4-Muh,0.9515831867688942,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1551.7241379310344,B1: T0_V6.5suclG4-Muh,0.9520192716914012,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1568.9655172413793,B1: T0_V6.5suclG4-Muh,0.9580164395706476,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1586.2068965517242,B1: T0_V6.5suclG4-Muh,0.966183568486306,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1603.448275862069,B1: T0_V6.5suclG4-Muh,0.9698482821470064,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1620.6896551724135,B1: T0_V6.5suclG4-Muh,0.9769090417638562,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1637.9310344827586,B1: T0_V6.5suclG4-Muh,0.967052660808931,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1655.1724137931035,B1: T0_V6.5suclG4-Muh,0.956600779271754,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1672.4137931034484,B1: T0_V6.5suclG4-Muh,0.9467185471287624,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1689.655172413793,B1: T0_V6.5suclG4-Muh,0.9472540360244308,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1706.896551724138,B1: T0_V6.5suclG4-Muh,0.9552125089221222,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1724.1379310344828,B1: T0_V6.5suclG4-Muh,0.9516293496047276,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1741.3793103448277,B1: T0_V6.5suclG4-Muh,0.9412817960765344,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1758.6206896551726,B1: T0_V6.5suclG4-Muh,0.9376180056725508,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1775.8620689655172,B1: T0_V6.5suclG4-Muh,0.9324834673189126,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1793.103448275862,B1: T0_V6.5suclG4-Muh,0.9248232063407056,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1810.344827586207,B1: T0_V6.5suclG4-Muh,0.927347697956319,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1827.586206896552,B1: T0_V6.5suclG4-Muh,0.9265069188396718,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1844.8275862068965,B1: T0_V6.5suclG4-Muh,0.929691231255465,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1862.0689655172407,B1: T0_V6.5suclG4-Muh,0.9190630076854044,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1879.3103448275865,B1: T0_V6.5suclG4-Muh,0.9129688978509076,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1896.5517241379312,B1: T0_V6.5suclG4-Muh,0.9133406625554866,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1913.793103448276,B1: T0_V6.5suclG4-Muh,0.9152767318903426,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1931.0344827586207,B1: T0_V6.5suclG4-Muh,0.9183484069867022,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1948.2758620689656,B1: T0_V6.5suclG4-Muh,0.9203777252499415,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1965.5172413793105,B1: T0_V6.5suclG4-Muh,0.917622419455161,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
1982.758620689656,B1: T0_V6.5suclG4-Muh,0.914504581522968,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2000.0,B1: T0_V6.5suclG4-Muh,0.905516985138429,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
